Clients,Bandwidth_Usage,RSSI,SNR,Latency,Packet_Loss,Interference,AP_Load,Traffic_Type
31,20.52475786,-53.6636199,15.97475822,51.80371732,1.157130136,-70.13637705,100,Web
31,3.655532859,-52.02240082,25.76428968,45.44164715,1.565779165,-68.95362111,22.66430372,Streaming
36,7.406632916,-43.55581479,31.89332201,28.61758938,2.290856489,-91.55093738,53.327757,Web
11,20.46645035,-75.82729899,5.718979493,9.585854829,3.105190107,-92.34351533,45.02619077,Web
39,7.646822906,-63.8114404,8.680841949,49.44650321,3.313207113,-44.71391745,59.64521867,Game
35,11.58737621,-52.70607487,3.345777129,34.15571828,5.025837588,-64.20058514,81.11163347,Game
40,14.22063888,-45.80427682,26.61057431,56.95804072,0.361770385,-56.0630181,100,VoIP
9,35.68290276,-78.83861934,16.26568981,43.25117466,6.169955471,-45.83436325,64.22922496,Streaming
43,4.211687982,-39.57426504,34.28550961,50.19556742,3.755198974,-75.76531377,36.22051664,Web
37,15.51637335,-61.4347938,12.06771125,45.69197889,2.279838262,-61.34574303,100,Streaming
29,10.19601359,-68.52085403,8.519701249,20.94808392,3.365858787,-77.05052433,59.13687884,Web
49,13.07332675,-66.92064914,11.8397573,42.08213492,3.794560097,-60.30362302,100,Streaming
42,12.06918497,-57.99062583,2.867909649,24.64398936,1.47622355,-39.08907434,100,VoIP
28,20.64913839,-51.90634378,25.42503326,29.18519962,1.438837502,-55.26102858,100,Web
24,20.65200007,-36.91401773,20.58331936,37.86278979,0.969452669,-38.12860228,99.12960031,Streaming
31,22.2175528,-79.54392683,18.68117618,44.0799684,5.982869799,-63.54936716,100,Game
45,14.91847879,-81.41306846,13.70882188,24.46950859,8.066562465,-61.29369149,100,VoIP
8,3.055348705,-38.15889478,33.11471624,33.73008376,0.419006348,-95.82948831,4.888557928,Streaming
26,17.70615624,-71.56190019,7.552581045,39.57028832,2.329921306,-83.15374164,92.07201246,Game
40,5.232735465,-47.6716132,1.782244893,56.77599768,2.527398148,-46.71251451,41.86188372,Web
47,17.23038131,-73.73432976,1.20319294,30.5428983,7.092832763,-52.59105398,100,Streaming
34,13.33363174,-63.90790089,31.54386086,11.2274535,3.061601499,-92.4926566,90.66869581,VoIP
19,15.26891421,-47.48972045,17.47967168,11.728189,1.857354094,-64.32231462,58.02187399,Game
18,35.68811428,-80.77276611,31.19601639,5.508204841,3.328545387,-86.25427722,100,Streaming
20,16.69557589,-47.37938872,4.90332631,51.40259419,3.420216621,-89.03381477,66.78230356,Game
17,14.92807158,-41.25913376,18.72453574,31.07819248,1.652990881,-57.95945815,50.75544337,Streaming
33,9.531892695,-77.42371599,25.03192849,32.81307799,5.227667559,-91.2816286,62.91049179,Web
23,8.327707639,-59.62943098,11.52352036,20.17210506,4.329358029,-36.03201571,38.30745514,Web
40,7.558296052,-47.7946691,28.58193504,37.53573359,0.152965724,-47.66611586,60.46636841,Streaming
31,21.5623834,-39.23152525,26.36674246,45.28825888,-0.586478959,-74.637558,100,Game
8,45.8719084,-51.77101282,20.2813381,30.65441867,2.18439053,-68.18672088,73.39505343,Game
14,34.87634962,-48.67594084,28.15806141,50.28306377,2.569708099,-93.8761742,97.65377892,Web
34,12.10272565,-77.83583522,28.4883077,40.98289414,4.795379211,-41.07910613,82.29853441,Web
45,15.34092108,-62.98246917,4.914874101,41.8613166,5.624926219,-44.71153179,100,Streaming
43,13.67689919,-60.22804714,18.8530714,15.99248259,1.182886081,-64.11555436,100,Streaming
37,9.761664573,-51.19345618,3.82079561,25.63581658,1.227774319,-55.16800158,72.23631784,VoIP
14,1.044937421,-57.34522859,5.179940623,51.34491396,4.967775616,-72.85066237,2.925824778,Game
19,29.93847064,-77.42710117,26.99075885,13.81275692,5.897340793,-53.56593899,100,Web
33,10.61619214,-51.25287423,14.59850976,7.609255443,4.003082259,-82.99125647,70.06686813,Web
46,8.091746126,-70.85372028,9.930776788,47.93256439,3.820005246,-81.74045327,74.44406435,Web
24,7.813337416,-38.81653177,10.5711287,34.86152893,1.857584249,-65.6098478,37.5040196,VoIP
43,16.0806044,-69.61484628,23.0025378,34.35817457,2.686757895,-75.75464592,100,Streaming
5,12.37992905,-77.57500167,18.43287239,4.031405792,5.286236567,-95.18377452,12.37992905,Streaming
9,39.18063932,-60.6619214,7.076234639,49.86320653,1.966582602,-79.56039543,70.52515078,Game
20,28.98330975,-36.06912433,20.06823205,11.89332244,0.131734822,-85.54389675,100,Streaming
8,12.25572553,-58.50437524,5.39027383,6.0805391,4.176794156,-47.69419719,19.60916084,Web
48,3.316094281,-83.31203655,34.63418777,53.66218496,4.642562586,-61.71112136,31.8345051,Game
5,33.69291722,-50.7688095,15.11947106,18.07805429,3.517667268,-57.8135322,33.69291722,Web
11,11.01367788,-75.00869967,16.00487741,18.56999838,6.121567748,-61.2740874,24.23009134,Web
18,30.39189257,-70.6469663,13.49574371,35.51152926,5.963127789,-68.6662772,100,VoIP
20,31.06948049,-58.83957001,16.23720585,43.63593883,2.621233134,-78.23194982,100,Web
24,25.2223879,-38.7518891,26.01216663,6.452874834,2.039464424,-57.34941324,100,VoIP
48,10.12332471,-35.43413958,10.49660561,37.9552723,1.853932421,-57.43724388,97.18391717,Game
16,9.993980462,-45.01228621,7.887759394,14.2445292,1.464566158,-95.31778549,31.98073748,Streaming
24,27.07844213,-45.92961136,19.14021384,31.7812864,4.002879427,-68.17712334,100,VoIP
19,2.749658007,-61.72484229,14.86570217,36.08152486,4.185296304,-46.57033173,10.44870042,Streaming
15,17.10249989,-58.18205356,30.75178132,47.82823057,1.431779737,-53.99118733,51.30749966,VoIP
30,17.91802133,-34.56788503,18.27204778,40.5567642,1.211594437,-76.42644781,100,Streaming
3,15.79821277,-30.814779,18.2114284,6.969901046,-1.482788326,-81.54929799,9.47892766,Game
23,5.973355212,-51.55297974,31.87779966,34.64518091,3.037754849,-84.41725188,27.47743398,VoIP
34,15.82279539,-61.88690195,15.39684939,36.59492488,4.294788832,-72.03216095,100,Web
47,5.728750048,-64.02016554,33.03572666,47.27794446,2.270522619,-65.52754916,53.85025045,Web
27,21.30271951,-36.9934858,7.253641008,31.21107826,1.263832079,-68.53226523,100,VoIP
20,28.34338509,-39.9974008,33.64263796,27.29271219,0.061633037,-66.96297557,100,Game
26,25.97661053,-72.20583586,32.23959322,35.65876291,2.336498974,-53.86107804,100,Streaming
18,26.24583455,-48.98592722,4.671046604,42.87207018,3.13405347,-92.67090639,94.48500439,Game
9,7.150736047,-71.41695061,38.22953088,43.62305418,2.895280815,-87.24718311,12.87132488,Web
1,22.66332545,-33.24028273,39.26990272,33.75997391,3.148811148,-67.77489729,4.53266509,Streaming
28,1.614950997,-77.75890184,33.20212795,45.50889006,4.871223457,-40.04362207,9.043725582,Game
46,9.760390191,-79.8084289,7.955542413,35.98666962,7.24193763,-78.28346003,89.79558976,Web
35,1.358555912,-36.72857723,18.27964613,10.52969511,2.347730362,-78.29493471,9.509891386,Game
34,8.481185894,-59.98490823,28.8947595,15.78901453,4.29444353,-60.59574469,57.67206408,Game
23,14.93777681,-80.30857736,32.62494977,14.94146454,7.873855604,-42.78557808,68.71377334,VoIP
28,10.62052977,-48.21546104,22.02548636,7.493683876,3.347781666,-90.5737315,59.47496672,Web
10,37.11801096,-78.69198235,10.99202799,16.08836736,6.182290696,-93.61994604,74.23602192,Web
46,17.01788677,-50.646137,33.8815459,55.93997982,4.485578319,-38.6930002,100,Game
1,10.8842251,-31.79133325,10.91191424,35.68518271,2.181317717,-49.09831327,2.17684502,Game
43,13.20439293,-56.08817635,26.61435321,19.1940482,3.187303254,-84.32211061,100,VoIP
16,33.1203933,-73.2412453,17.87423381,7.015035387,2.826804891,-61.88275244,100,Streaming
15,34.6081194,-52.32234652,26.19820186,13.50555353,3.641320054,-82.39091545,100,VoIP
8,27.35975761,-57.90301258,31.26760285,51.29384522,4.192253698,-69.98190529,43.77561217,Streaming
46,17.32315762,-77.25091016,32.93246146,54.71411083,2.791233352,-80.3875031,100,VoIP
39,18.92124233,-57.15482627,16.48354007,15.80685945,3.266347931,-71.72426728,100,Web
8,51.28409721,-58.41769914,27.5912004,39.30375544,1.422749657,-67.55257608,82.05455553,Game
24,5.697518275,-61.0826977,9.529779736,42.1106957,1.373282124,-72.16967756,27.34808772,Streaming
36,13.50904197,-51.50732243,32.48473426,40.96687834,0.385597799,-68.6642185,97.26510217,Game
27,1.360120132,-66.85357708,34.05982269,31.89027821,5.230031165,-94.13104152,7.344648712,Web
40,5.478357437,-35.28642792,9.334437264,29.47335232,3.101830972,-87.48000825,43.8268595,VoIP
31,7.076930395,-79.5253429,14.11960198,48.22314814,7.948996647,-93.60181245,43.87696845,Streaming
12,5.820955669,-31.88383102,21.64444599,38.87446412,0.350935648,-44.92912486,13.97029361,Web
36,2.725922226,-42.7017542,2.240093092,56.89369535,1.364974335,-59.38244685,19.62664003,Streaming
12,30.35194315,-50.23778946,4.966989724,8.239650444,2.41911119,-74.46821494,72.84466355,Streaming
48,11.87339525,-40.54428757,19.38372564,32.95231231,0.569970499,-61.45171617,100,Web
20,1.632899726,-80.4681978,4.80448287,10.74455413,5.711512529,-74.77832163,6.531598904,VoIP
14,12.88706082,-76.07418121,26.71898699,11.25601042,6.668632541,-57.84695648,36.08377029,Web
25,2.788462744,-57.93051505,31.48885966,37.91781631,4.555140668,-71.29678969,13.94231372,VoIP
28,8.562517661,-45.67776383,17.61864404,35.81704918,3.044342768,-51.31061538,47.9500989,VoIP
22,2.613281192,-69.62786338,11.91782854,54.09576852,6.380895853,-82.88325781,11.49843724,Streaming
8,38.4979999,-80.53004685,5.566727785,30.04845858,6.569011127,-62.58150088,61.59679984,Web
28,25.59014355,-34.95751485,10.64824851,44.18559628,2.792346319,-41.42537242,100,Game
2,35.46580832,-41.47373773,33.44003683,31.94680372,1.390711992,-49.89357497,14.18632333,VoIP
12,17.95584473,-58.83682559,30.0173882,16.84415047,3.523598126,-51.42186684,43.09402736,Streaming
21,2.328384091,-74.14169969,3.257142503,42.19148654,5.409330848,-37.60500994,9.779213182,Web
4,63.50249935,-34.0287872,20.77062462,7.971153939,1.855401896,-90.64924573,50.80199948,Web
38,0.92593832,-47.66632126,19.43038855,36.09647867,3.342332588,-41.17265375,7.03713123,Web
49,10.46207696,-54.49862639,8.531244458,48.30082478,0.466965612,-48.59580284,100,Game
5,22.50985422,-59.32525866,8.027420327,29.3371223,1.00216365,-49.1309096,22.50985422,Streaming
44,13.30538915,-77.03254586,0.617827543,51.89202643,7.525288823,-74.8455021,100,Streaming
42,15.63145903,-73.99397633,34.02700703,47.75514141,3.765309811,-41.64441135,100,Web
40,19.99338017,-48.48782612,13.35237401,13.20301035,3.842687239,-59.77327733,100,Streaming
17,10.5888319,-36.00849149,8.001991751,23.10790748,-0.422427924,-93.28698114,36.00202845,Web
34,8.411183083,-78.80428577,9.753689067,52.20396252,6.266035663,-63.26133897,57.19604497,Game
4,29.4707054,-69.27643649,26.75910975,35.36446895,4.587479589,-62.20298639,23.57656432,VoIP
46,3.903249459,-40.02542947,15.79926314,54.27638838,1.29409018,-40.06140981,35.90989503,Game
22,13.93887484,-54.59838495,17.56637056,54.21801867,5.05703173,-76.44656412,61.33104929,Game
18,5.762082308,-45.35501452,37.57825577,24.43071905,1.949608576,-85.55198184,20.74349631,Game
46,15.00184073,-81.97510204,31.71754587,47.91069073,3.463958552,-81.22222257,100,VoIP
36,3.513948255,-68.67776173,31.22628538,38.75202775,4.59035779,-35.98736325,25.30042744,VoIP
21,20.51446199,-48.84375824,27.59237094,41.33340308,0.216286488,-69.75301675,86.16074035,Web
11,17.74802189,-34.2419076,10.40261691,16.25695738,1.645696494,-63.43230585,39.04564815,Streaming
35,16.18541895,-57.24874413,32.10986744,44.78347244,5.45171193,-35.92112214,100,Game
40,5.225184279,-61.15070767,8.414865273,40.92737641,2.001121506,-66.45637178,41.80147424,Game
23,27.56900593,-55.44037481,36.92371065,22.99911764,2.360332024,-82.50811085,100,Web
22,1.902228436,-78.56298024,34.63372142,45.18349072,3.979486806,-56.7215798,8.369805119,VoIP
35,21.2139025,-79.90306199,11.78914205,27.63027655,7.053425994,-52.45801135,100,VoIP
3,55.27678128,-69.11726611,30.05868652,41.20539963,5.319804492,-51.54824642,33.16606877,Streaming
6,44.40763142,-78.87468395,6.671452985,32.24614273,4.56670858,-73.88706742,53.2891577,VoIP
45,6.036441619,-51.68223258,9.517252024,23.13157429,1.136787658,-31.76857129,54.32797457,Game
40,6.511300652,-68.6605943,8.301732185,29.07485461,6.381668384,-78.90668078,52.09040522,Web
25,18.18813502,-62.80988259,28.03635325,32.58537701,4.065748731,-47.96019406,90.9406751,Streaming
11,14.12205568,-54.43809113,7.324531188,10.18486465,2.52717997,-41.43908672,31.06852249,Game
3,11.1183661,-34.18893485,26.6540325,26.90674281,-0.655308333,-90.5930349,6.671019658,Game
12,19.28089044,-40.94642523,36.2959899,27.43980189,-0.185681118,-39.45632946,46.27413705,Web
43,17.01012541,-46.4247579,23.30708641,22.21585842,1.205901307,-75.15104515,100,Streaming
23,19.58508519,-42.29898089,10.02975878,18.34547295,1.293614211,-87.14603168,90.09139185,Streaming
44,2.893952882,-84.01708293,0.953162208,23.77642531,6.554113827,-32.87973103,25.46678536,Web
13,34.1509926,-51.42539413,12.68126826,40.52911004,1.445055981,-72.55021829,88.79258075,Game
14,34.40760427,-62.97661602,33.65241432,5.62040116,1.579853536,-88.80938963,96.34129197,Game
31,3.809904939,-59.52719369,20.74827111,51.37209784,3.878004977,-36.59920796,23.62141062,Streaming
8,25.73706905,-73.11838079,20.0159144,32.32007201,2.571365761,-93.37086885,41.17931049,Streaming
13,11.55581733,-69.35804053,35.00165476,29.56475522,3.781282556,-74.16030922,30.04512507,Game
5,16.57654646,-45.30635767,9.48259915,47.17272197,0.38001549,-62.93675246,16.57654646,Web
12,33.8681146,-79.24696746,30.51199684,39.6111031,4.842660412,-61.11260047,81.28347503,Web
27,14.00320252,-42.876624,16.90272499,17.38832571,1.714331546,-67.12422665,75.61729363,Game
43,4.557520277,-81.32665532,31.00339029,39.8796728,6.147073569,-39.66050831,39.19467438,Streaming
16,31.8872321,-75.82860175,5.563450029,52.39957685,6.567154143,-57.90300582,100,Streaming
33,6.169033021,-67.05176253,23.52116863,33.89295718,6.502672869,-43.68450569,40.71561794,Web
19,0.464785577,-60.06440827,32.90699535,51.36255988,4.716331789,-83.19141094,1.766185192,Game
44,1.357136334,-73.98347628,20.22724596,46.07887094,3.760538044,-73.74610201,11.94279974,VoIP
5,44.6072287,-66.90594294,30.68243186,16.17758066,4.635703252,-86.24639997,44.6072287,Streaming
46,0.185406114,-57.68022839,8.597454958,15.27912531,2.248712956,-33.19172577,1.705736251,Game
49,12.16810193,-57.30601957,26.18660109,12.2677908,4.412991931,-71.90675647,100,Streaming
5,18.12958157,-80.03076435,10.73689126,48.10767594,4.463598778,-39.36320968,18.12958157,Streaming
10,35.8042699,-33.09766683,5.740616284,44.03752624,1.054269959,-79.37981952,71.60853979,Game
26,20.09903971,-36.51665074,26.94747815,13.33725865,-0.987777897,-61.97784542,100,Streaming
13,18.79425502,-41.31431568,18.34661,6.348257131,0.465188232,-52.49104372,48.86506306,Web
43,5.48890921,-34.90826549,20.64500351,54.28620916,-0.198738292,-90.63310854,47.2046192,Game
6,14.45877149,-58.818663,30.10652838,11.58237987,1.859768144,-79.90818896,17.35052578,VoIP
17,14.26641111,-52.33206035,21.34119095,16.88250319,3.777368266,-51.6532586,48.50579778,VoIP
23,23.13635073,-71.93341699,12.7097291,20.25407165,5.924829838,-93.30382196,100,Web
41,17.49780037,-83.2353915,30.88138705,27.99736981,5.46955756,-61.44057333,100,Streaming
18,5.111541078,-55.56463101,6.699822989,7.510054499,3.046960556,-95.25679641,18.40154788,VoIP
33,21.57871902,-75.0612118,36.14235089,25.95028076,6.779379259,-40.86223903,100,Web
15,18.62444911,-50.36124572,14.72618742,30.0262593,3.154183105,-38.22998357,55.87334732,Streaming
14,12.2103831,-47.85113397,31.1673375,42.81611582,1.23872063,-69.0819737,34.18907269,Web
36,9.979756677,-37.30261992,26.90092996,44.51229975,0.552486371,-60.87449621,71.85424808,VoIP
49,16.86717339,-73.8128545,33.33700166,28.33503364,5.963793836,-33.19647276,100,Web
36,2.969448201,-60.67429976,14.74202165,24.99555137,4.18558477,-44.62345464,21.38002705,Game
21,21.22982885,-49.76575093,32.28508909,22.1813325,1.194261911,-72.95148282,89.16528117,VoIP
36,3.560779452,-75.6759943,21.25549856,10.50675988,4.880553801,-58.73469053,25.63761205,VoIP
38,11.79928507,-43.26486095,35.21285005,30.31112198,2.129248468,-39.93708666,89.67456653,Web
28,18.78786733,-69.63944917,19.27303029,8.026084889,4.460154344,-52.29890284,100,Streaming
26,3.015928964,-57.21738871,28.01650446,37.99599944,3.646559056,-49.42575897,15.68283061,Web
27,15.53762389,-63.46207179,28.22366852,35.54892455,6.100021007,-41.53494062,83.90316902,Game
14,18.78297256,-53.01355977,10.92613764,17.86733516,1.569890484,-93.90955305,52.59232316,Streaming
8,25.42298539,-42.32747423,8.88682355,13.89690544,2.911795005,-83.62207368,40.67677662,Streaming
19,33.9805496,-65.88357128,27.78485474,22.46154012,4.305378401,-74.85452123,100,VoIP
40,16.15180524,-71.83090872,14.08569779,25.23092963,5.033136856,-75.4238749,100,Game
24,22.30739864,-63.64586513,36.98225391,16.60714996,2.597371708,-42.25083396,100,Web
22,5.467758547,-78.81098157,28.1702243,9.695770928,5.389975976,-55.01622977,24.05813761,Web
1,61.51996545,-32.57710826,26.27086675,48.16616126,1.772721752,-90.32748311,12.30399309,VoIP
3,12.60892131,-61.16650393,6.564715706,15.85109617,4.430537187,-50.15240767,7.565352788,Streaming
12,36.90366085,-61.43137849,37.66747315,19.36203979,2.847955166,-61.46699935,88.56878604,Streaming
33,8.531006524,-82.75393511,4.407526344,14.64668911,4.236085209,-50.09518922,56.30464306,Game
49,9.837171136,-77.12650668,18.37919438,27.37436395,3.057225124,-76.04332441,96.40427713,Streaming
22,5.123973819,-34.00973931,5.597616911,29.32305226,1.276472251,-44.16437827,22.5454848,Web
4,49.65022003,-56.46494394,8.773200105,28.32604225,3.593358183,-46.1801169,39.72017602,Web
30,4.372338811,-45.3308638,27.8302783,52.21307508,4.379515178,-57.67996058,26.23403286,Game
3,76.58570867,-79.65052342,16.60374006,47.62189751,4.299621981,-41.00355529,45.9514252,VoIP
34,4.268676683,-63.1864521,14.81604991,33.66649801,2.161229025,-57.44359828,29.02700144,Streaming
23,15.38715475,-70.49318903,30.86752734,53.03177766,2.539640022,-40.81498986,70.78091187,VoIP
34,20.4074513,-59.04984111,7.910474698,33.66657677,1.528301823,-88.93401886,100,Web
5,43.63343545,-44.39714215,39.05387407,14.89535748,2.017604175,-94.48142498,43.63343545,Game
2,62.63752949,-57.59547853,33.9593696,17.74695536,3.436455622,-44.21881972,25.0550118,Game
29,7.344907605,-34.94333551,8.631654249,32.19745316,0.029388139,-82.66381102,42.60046411,Web
21,10.73858662,-39.50771312,22.27417096,21.19595554,0.901086044,-40.13815996,45.10206379,Streaming
14,25.38379817,-44.0214405,12.40639994,25.95616311,1.296252778,-60.16551988,71.07463488,Game
3,60.71294133,-44.74859349,14.29727995,24.77525538,1.620097314,-48.56413613,36.4277648,Web
37,20.01421149,-44.71650368,25.94923014,27.00649571,3.203848522,-43.86405346,100,Streaming
36,14.35214472,-83.1090723,12.26134639,16.27365846,5.441301137,-45.91908075,100,Streaming
28,5.807590345,-72.35223993,19.29931571,27.09308228,4.53844387,-72.00398161,32.52250593,VoIP
39,6.129089819,-66.57271106,8.995210495,46.1212585,5.110192685,-52.83688602,47.80690059,Streaming
37,3.378770294,-56.79801086,12.42539741,52.9910152,4.433898701,-61.0418881,25.00290018,Game
4,18.11981763,-70.63704146,35.66387116,15.32007543,2.375910573,-45.88494478,14.49585411,Game
14,2.940124041,-59.49857094,5.677390181,44.35539563,3.598006929,-65.39910121,8.232347314,Web
6,61.14393275,-61.43286154,24.6292273,40.6310202,4.836815203,-60.03786153,73.3727193,Streaming
15,35.38183322,-72.63459139,38.07479455,52.88859192,3.474889941,-51.76657854,100,VoIP
25,14.54916334,-68.50018099,27.82564282,10.41478775,2.459895248,-62.53182212,72.74581672,Web
9,20.61819717,-69.00549671,32.61105456,30.57997651,2.875969772,-47.90257132,37.11275491,Streaming
9,44.32401119,-59.39070277,16.47081108,42.96736314,4.900276096,-39.59296235,79.78322015,VoIP
26,3.6492973,-51.14206553,4.870470338,15.30452197,1.702277294,-92.15842179,18.97634596,VoIP
40,8.356729165,-45.85082829,29.0453239,38.79004132,4.582929488,-68.25586462,66.85383332,Game
49,13.23185139,-59.41510691,27.19739775,25.23819261,5.184721968,-86.70786371,100,Game
35,14.58446064,-63.73240841,16.9622247,44.9185475,4.860421202,-88.61470129,100,Streaming
17,11.23077665,-62.69951818,32.5830485,23.76179394,3.955577838,-48.71299843,38.18464061,Game
1,74.6627665,-59.8702287,23.92843941,18.66193622,3.334412263,-54.52067135,14.9325533,Game
49,10.94797921,-76.524887,24.97275327,21.65756851,5.228022173,-90.14616237,100,Game
2,67.5218787,-76.59165895,36.59839936,7.63716155,7.431409191,-85.51423055,27.00875148,VoIP
42,18.36031917,-46.1592831,15.29413256,14.3127959,0.214988505,-87.68509569,100,Streaming
18,30.93938977,-63.26242408,15.47932821,6.449430678,2.720573206,-50.78936763,100,VoIP
30,4.064415306,-69.23743108,24.96668136,55.22895771,4.609527655,-87.77193978,24.38649183,Streaming
47,4.256795985,-82.7815141,17.80410644,29.19753334,7.903393336,-50.51273204,40.01388225,Game
34,20.86803358,-51.28042062,28.78887644,31.09828321,4.424433934,-71.3970129,100,Web
9,43.0764096,-66.00729677,29.69573052,47.33746797,4.080250641,-87.2440777,77.53753728,Streaming
46,9.920383845,-60.53196881,24.43667323,43.60618699,1.721525735,-54.43463329,91.26753137,Game
26,5.387959001,-42.61907525,23.29146947,43.98344412,2.844360861,-81.10568365,28.01738681,Web
18,23.92684923,-48.19669957,19.09251531,43.15624533,3.221100281,-76.93744291,86.13665722,VoIP
38,3.785755886,-38.34651111,15.29128729,42.68844338,3.720773971,-36.37263916,28.77174474,Streaming
40,9.770950019,-53.70401611,21.30828821,13.32155086,1.328165283,-38.59335729,78.16760015,Game
44,16.64715266,-59.43826746,24.91777241,44.969098,5.411926756,-80.47654322,100,Web
48,15.26506267,-36.51615219,15.23107119,15.7267257,0.321320627,-40.78556927,100,Game
42,11.31437863,-58.6761811,30.80830897,21.82717059,3.847003384,-50.44939821,95.0407805,Web
8,42.16745592,-57.81981119,5.943960581,18.39251715,4.98134636,-72.53586985,67.46792947,VoIP
10,19.00262607,-73.04927433,6.806123015,27.17972521,2.904114005,-95.95168629,38.00525213,Streaming
4,19.81050854,-57.86634446,35.89322735,38.42262748,4.79469207,-45.01831012,15.84840683,Game
12,7.409634995,-40.13082836,38.17563278,28.64098106,3.684294265,-79.82590051,17.78312399,Web
26,26.2511298,-79.93505441,4.285471384,8.352159748,3.47900673,-34.85553331,100,Streaming
38,17.95817086,-54.73173615,19.56190161,32.29622839,5.135733608,-67.42324604,100,Streaming
23,13.04715037,-68.25166491,6.357481584,36.92492279,4.081688538,-70.98143548,60.01689169,Web
45,3.664302546,-43.92812592,19.44395143,39.47680174,2.732365013,-41.0358697,32.97872292,Streaming
9,32.61645187,-65.61231088,6.505196039,44.26904858,6.086049369,-44.25487757,58.70961336,VoIP
36,0.644292109,-73.89179097,5.700359517,14.15491539,4.241181803,-51.43714187,4.638903182,Streaming
42,6.187113127,-65.92160834,4.670095101,44.92406543,2.768269683,-68.55802046,51.97175026,Streaming
27,2.996410454,-67.25755743,31.78623512,14.61482523,4.926225142,-55.00774589,16.18061645,VoIP
10,17.72738763,-79.72729065,14.3586409,44.55630255,4.255799268,-69.48151504,35.45477527,Web
8,18.39080836,-67.55291427,22.77509415,24.28425365,5.465461147,-38.65231959,29.42529338,Game
3,18.05167419,-57.95550637,27.63138616,47.53298925,3.569450256,-87.24039897,10.83100452,Streaming
46,0.33440183,-80.72751627,26.51474281,42.00923215,5.47642119,-87.78202988,3.076496832,Web
31,1.411479799,-69.90046997,18.09612164,45.99294879,2.80386424,-52.75183884,8.751174753,Web
13,36.09111681,-34.53171555,4.387537458,14.81626428,1.881688922,-53.34773412,93.83690371,Web
20,5.452110637,-38.78073036,8.460968647,50.64797659,-0.916876329,-48.95966564,21.80844255,VoIP
44,6.609509726,-64.06371689,30.80438925,28.50506783,1.701086222,-40.20894612,58.16368559,Game
8,33.80874639,-32.11702081,30.17676761,47.62514841,-0.73535464,-85.21125506,54.09399423,Streaming
36,14.49446721,-38.54195231,14.81252877,20.2958532,-0.065523802,-34.78388882,100,VoIP
21,26.38957361,-45.79143059,3.383224768,27.12125507,1.628246696,-78.06791125,100,Streaming
33,2.592813685,-78.16216057,20.93526395,12.87325642,6.659518689,-43.86775683,17.11257032,VoIP
16,16.48982725,-76.87185149,30.28843335,42.02127236,5.087154858,-88.43623924,52.7674472,Game
42,9.060473757,-41.97689233,24.02137428,50.88982645,3.303223952,-75.95651109,76.10797956,Game
8,36.9192502,-35.25189705,12.12909111,20.50310182,0.474704535,-43.38428593,59.07080032,Streaming
7,34.63287578,-80.52127317,20.29880994,31.37939364,7.87553382,-80.12950933,48.4860261,Game
24,16.42347499,-51.30132022,35.29385,19.49513786,4.984383336,-94.44869378,78.83267995,Streaming
14,21.15762587,-38.25776387,24.46548437,28.61038988,3.094282484,-64.41905507,59.24135242,Streaming
40,18.120916,-80.79322073,24.03849791,25.30584744,3.537936738,-75.3689537,100,Streaming
49,11.56202888,-34.92934436,26.4373845,53.8665379,2.985421814,-79.75769595,100,Game
5,9.476773421,-57.6872208,34.98899059,2.184504434,4.937590302,-67.29328122,9.476773421,VoIP
33,7.081846495,-37.99990103,2.504905229,19.03371935,-0.624584071,-70.05791995,46.74018687,VoIP
22,27.06189992,-80.26026024,20.54667833,36.06526939,5.774318081,-90.77094462,100,VoIP
25,8.25551895,-50.85453806,16.19891262,49.46108931,3.587065678,-93.80763115,41.27759475,Web
49,13.6475484,-74.36767782,1.985505894,15.14326738,4.267713163,-80.65628191,100,VoIP
38,20.31088588,-37.84514191,31.09370044,38.46144544,0.892503557,-42.23013702,100,Game
30,22.21290643,-51.5131188,14.2961555,18.76753983,2.733998548,-75.11200495,100,Web
17,18.82561729,-51.94381299,17.40487295,28.56630792,0.511652331,-41.9577021,64.00709877,Streaming
47,7.429161456,-54.89329026,6.559876299,28.36217027,3.65747198,-63.85786476,69.83411769,Game
45,13.91923736,-70.41621889,6.592811559,50.89867424,2.253909219,-60.81965281,100,Game
40,18.45075258,-58.2981823,13.4347332,57.88966799,4.349649829,-66.83539785,100,Web
16,15.87999761,-69.72356479,30.21787352,15.86218618,4.873522615,-45.05879651,50.81599236,Web
27,9.149353183,-76.0334993,21.30137386,23.35629163,3.408775009,-41.19095363,49.40650719,Streaming
13,38.74729056,-34.48004568,5.42036753,16.12337066,1.207262643,-48.871968,100,Streaming
5,46.04703882,-34.35477506,19.54994156,11.33286051,2.760410476,-40.51002714,46.04703882,Game
24,14.10441424,-68.14200865,34.60724477,23.61732625,3.999283333,-82.82660125,67.70118836,Streaming
13,32.88227251,-58.8926214,37.7360022,12.04400861,1.438286583,-43.65926161,85.49390853,Streaming
23,9.091571209,-32.68952801,8.294055116,21.00218833,0.998492099,-65.19383545,41.82122756,VoIP
31,23.24676746,-66.59284058,8.662182864,46.94222466,2.702524845,-75.77247981,100,Web
14,35.04046336,-67.97823811,30.63064328,41.5287918,4.432287327,-88.82149246,98.11329741,VoIP
32,18.04673537,-43.5375929,25.51618526,52.2582353,0.231807402,-71.14041083,100,Streaming
